question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
133811,71446,2020,,228,IBD/TIPP,,,IBD/TIPP,144.0,IBD/TIPP,A/B,1046.0,lv,lv,Live Phone/Online,U.S. President,0,,10/15/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 09:05,,https://www.investors.com/news/trump-vs-biden-poll-race-tightens-like-2016-ibd-tipp-2020-presidential-poll/,general,6210,Trump,13254,Donald Trump,REP,46.2
133664,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 16:07,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
133664,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 16:07,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Trump,13254,Donald Trump,REP,45.0
133666,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:29,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,49.0
133666,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:29,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Trump,13254,Donald Trump,REP,45.0
133666,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:29,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,West,14699,Kanye West,IND,1.0
133666,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:29,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133666,71379,2020,Pennsylvania,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,653.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:29,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_pennsylvania_state_poll_w4_10_19_20.pdf,general,6249,Hawkins,14612,Howie Hawkins,GRE,0.0
133665,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 16:07,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
133665,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 16:07,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Trump,13254,Donald Trump,REP,43.0
133667,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
133667,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Trump,13254,Donald Trump,REP,45.0
133667,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,West,14699,Kanye West,IND,1.0
133667,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133667,71380,2020,Wisconsin,744,Ipsos,71,Reuters,Ipsos,154.0,Ipsos,B-,663.0,lv,lv,Online,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/19/20 17:30,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_wisconsin_state_poll_w4_10_19_20.pdf,general,6259,Hawkins,14612,Howie Hawkins,GRE,0.0
133826,71454,2020,Georgia,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,759.0,lv,lv,Live Phone,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/20/20 13:05,,https://int.nyt.com/data/documenttools/ga101320-crosstabs/96723fae2a9846ed/full.pdf,general,6221,Biden,13256,Joseph R. Biden Jr.,DEM,45.0
133826,71454,2020,Georgia,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,759.0,lv,lv,Live Phone,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/20/20 13:05,,https://int.nyt.com/data/documenttools/ga101320-crosstabs/96723fae2a9846ed/full.pdf,general,6221,Trump,13254,Donald Trump,REP,45.0
133826,71454,2020,Georgia,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,759.0,lv,lv,Live Phone,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/20/20 13:05,,https://int.nyt.com/data/documenttools/ga101320-crosstabs/96723fae2a9846ed/full.pdf,general,6221,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133826,71454,2020,Georgia,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,759.0,lv,lv,Live Phone,U.S. President,0,,10/13/20,10/19/20,11/3/20,,False,,,False,False,10/20/20 13:05,,https://int.nyt.com/data/documenttools/ga101320-crosstabs/96723fae2a9846ed/full.pdf,general,6221,Hawkins,14612,Howie Hawkins,GRE,1.0
133798,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5390.0,rv,rv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,traditional voting question (RV),https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.55
133798,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5390.0,rv,rv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,traditional voting question (RV),https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.25
133799,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5488.0,lv,lv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,traditional voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,54.21
133799,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5488.0,lv,lv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,traditional voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.15
133800,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5488.0,lv,lv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,probabilistic voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.51
133800,71440,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343.0,USC Dornsife/Los Angeles Times,B/C,5488.0,lv,lv,Online,U.S. President,0,,10/6/20,10/19/20,11/3/20,,False,,True,False,False,10/20/20 07:23,probabilistic voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.87
133642,71367,2020,Michigan,317,Mitchell Research & Communications,801,MIRS News Service,Mitchell Research & Communications,213.0,Mitchell Research & Communications,C-,900.0,lv,lv,IVR/Live Phone,U.S. President,0,,10/18/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 13:11,,https://projects.fivethirtyeight.com/polls/20201019_MI_Mitchell.pdf,general,6233,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
133642,71367,2020,Michigan,317,Mitchell Research & Communications,801,MIRS News Service,Mitchell Research & Communications,213.0,Mitchell Research & Communications,C-,900.0,lv,lv,IVR/Live Phone,U.S. President,0,,10/18/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 13:11,,https://projects.fivethirtyeight.com/polls/20201019_MI_Mitchell.pdf,general,6233,Trump,13254,Donald Trump,REP,41.0
133642,71367,2020,Michigan,317,Mitchell Research & Communications,801,MIRS News Service,Mitchell Research & Communications,213.0,Mitchell Research & Communications,C-,900.0,lv,lv,IVR/Live Phone,U.S. President,0,,10/18/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 13:11,,https://projects.fivethirtyeight.com/polls/20201019_MI_Mitchell.pdf,general,6233,Hawkins,14612,Howie Hawkins,GRE,1.0
133642,71367,2020,Michigan,317,Mitchell Research & Communications,801,MIRS News Service,Mitchell Research & Communications,213.0,Mitchell Research & Communications,C-,900.0,lv,lv,IVR/Live Phone,U.S. President,0,,10/18/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 13:11,,https://projects.fivethirtyeight.com/polls/20201019_MI_Mitchell.pdf,general,6233,Jorgensen,14611,Jo Jorgensen,LIB,3.0
133650,71373,2020,,568,YouGov,1213,Yahoo News,YouGov,391.0,YouGov,B,1465.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 14:16,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.0
133650,71373,2020,,568,YouGov,1213,Yahoo News,YouGov,391.0,YouGov,B,1465.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/19/20 14:16,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,6210,Trump,13254,Donald Trump,REP,40.0
133819,71373,2020,,568,YouGov,1213,Yahoo News,YouGov,391.0,YouGov,B,1583.0,rv,rv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 10:40,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,48.0
133819,71373,2020,,568,YouGov,1213,Yahoo News,YouGov,391.0,YouGov,B,1583.0,rv,rv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 10:40,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,6210,Trump,13254,Donald Trump,REP,37.0
133662,71377,2020,,1189,Morning Consult,,,Morning Consult,218.0,Morning Consult,B/C,14994.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 15:04,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.0
133662,71377,2020,,1189,Morning Consult,,,Morning Consult,218.0,Morning Consult,B/C,14994.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 15:04,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43.0
133668,71381,2020,,1193,SurveyMonkey,788,Axios,SurveyMonkey,324.0,SurveyMonkey,D-,13021.0,rv,rv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 17:30,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.0
133668,71381,2020,,1193,SurveyMonkey,788,Axios,SurveyMonkey,324.0,SurveyMonkey,D-,13021.0,rv,rv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 17:30,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,6210,Trump,13254,Donald Trump,REP,45.0
133720,71381,2020,,1193,SurveyMonkey,788,Axios,SurveyMonkey,324.0,SurveyMonkey,D-,13021.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 17:34,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.0
133720,71381,2020,,1193,SurveyMonkey,788,Axios,SurveyMonkey,324.0,SurveyMonkey,D-,13021.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 17:34,,https://www.tableau.com/data-insights/us-election-2020/candidate-preference,general,6210,Trump,13254,Donald Trump,REP,46.0
133806,71444,2020,,1575,Léger,1436,The Canadian Press,Léger,572.0,Léger,,821.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 08:00,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
133806,71444,2020,,1575,Léger,1436,The Canadian Press,Léger,572.0,Léger,,821.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 08:00,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf,general,6210,Trump,13254,Donald Trump,REP,41.0
133806,71444,2020,,1575,Léger,1436,The Canadian Press,Léger,572.0,Léger,,821.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 08:00,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133806,71444,2020,,1575,Léger,1436,The Canadian Press,Léger,572.0,Léger,,821.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 08:00,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf,general,6210,Hawkins,14612,Howie Hawkins,GRE,2.0
133806,71444,2020,,1575,Léger,1436,The Canadian Press,Léger,572.0,Léger,,821.0,lv,lv,Online,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 08:00,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf,general,6210,West,14699,Kanye West,IND,1.0
133817,71451,2020,Arizona,1308,Data Orbital,,,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 10:34,,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-races-still-tight-two-weeks-out-from-election-day,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,47.1
133817,71451,2020,Arizona,1308,Data Orbital,,,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 10:34,,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-races-still-tight-two-weeks-out-from-election-day,general,6214,Trump,13254,Donald Trump,REP,41.9
133817,71451,2020,Arizona,1308,Data Orbital,,,Data Orbital,73.0,Data Orbital,A/B,550.0,lv,lv,Live Phone,U.S. President,0,,10/16/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 10:34,,https://www.dataorbital.com/the-blog/breaking-in-arizona-presidential-and-us-races-still-tight-two-weeks-out-from-election-day,general,6214,Jorgensen,14611,Jo Jorgensen,LIB,3.0
133785,71437,2020,Texas,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522.0,Data for Progress,B-,933.0,lv,lv,Online/Text,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,DEM,,False,False,10/19/20 21:52,,https://filesforprogress.org/memos/2020-senate-project/week-5/toplines/tx.pdf,general,6254,Biden,13256,Joseph R. Biden Jr.,DEM,47.0
133785,71437,2020,Texas,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522.0,Data for Progress,B-,933.0,lv,lv,Online/Text,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,DEM,,False,False,10/19/20 21:52,,https://filesforprogress.org/memos/2020-senate-project/week-5/toplines/tx.pdf,general,6254,Trump,13254,Donald Trump,REP,46.0
133785,71437,2020,Texas,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522.0,Data for Progress,B-,933.0,lv,lv,Online/Text,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,DEM,,False,False,10/19/20 21:52,,https://filesforprogress.org/memos/2020-senate-project/week-5/toplines/tx.pdf,general,6254,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133785,71437,2020,Texas,1515,Data for Progress,"1155,1452",Crooked Media | Indivisible,Data for Progress,522.0,Data for Progress,B-,933.0,lv,lv,Online/Text,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,DEM,,False,False,10/19/20 21:52,,https://filesforprogress.org/memos/2020-senate-project/week-5/toplines/tx.pdf,general,6254,Hawkins,14612,Howie Hawkins,GRE,1.0
133797,71439,2020,,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,987.0,lv,lv,Live Phone,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 07:23,,https://int.nyt.com/data/documenttools/us101520-crosstabs1/016bc5d8ae03038c/full.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,50.0
133797,71439,2020,,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,987.0,lv,lv,Live Phone,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 07:23,,https://int.nyt.com/data/documenttools/us101520-crosstabs1/016bc5d8ae03038c/full.pdf,general,6210,Trump,13254,Donald Trump,REP,41.0
133797,71439,2020,,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,987.0,lv,lv,Live Phone,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 07:23,,https://int.nyt.com/data/documenttools/us101520-crosstabs1/016bc5d8ae03038c/full.pdf,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2.0
133797,71439,2020,,1424,Siena College/The New York Times Upshot,,,Siena College/The New York Times Upshot,448.0,Siena College/The New York Times Upshot,A+,987.0,lv,lv,Live Phone,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 07:23,,https://int.nyt.com/data/documenttools/us101520-crosstabs1/016bc5d8ae03038c/full.pdf,general,6210,Hawkins,14612,Howie Hawkins,GRE,0.0
133822,71452,2020,North Carolina,1516,East Carolina University,,,East Carolina University,523.0,East Carolina University,B/C,1155.0,lv,lv,IVR/Online,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 12:47,,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-biden-leads-trump-by-three-points-among-likely-voters-in-north-carolina-senate-election-remains-a-toss-up-cooper-ahead-of-forest-by-nine-points-other-statewide-contests-show-small-leads-for-robinson-stein-and-folwell,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,50.6
133822,71452,2020,North Carolina,1516,East Carolina University,,,East Carolina University,523.0,East Carolina University,B/C,1155.0,lv,lv,IVR/Online,U.S. President,0,,10/15/20,10/18/20,11/3/20,,False,,,False,False,10/20/20 12:47,,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-biden-leads-trump-by-three-points-among-likely-voters-in-north-carolina-senate-election-remains-a-toss-up-cooper-ahead-of-forest-by-nine-points-other-statewide-contests-show-small-leads-for-robinson-stein-and-folwell,general,6238,Trump,13254,Donald Trump,REP,47.4
133626,71356,2020,,228,IBD/TIPP,,,IBD/TIPP,144.0,IBD/TIPP,A/B,949.0,lv,lv,Live Phone/Online,U.S. President,0,,10/14/20,10/18/20,11/3/20,,False,,True,False,False,10/19/20 09:01,,https://www.investors.com/news/trump-vs-biden-poll-shows-real-race-ibd-tipp-2020-presidential-poll/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,49.6
